index,Слово,Часть речи,Род,Число,Падеж,Ударение
673,бессмысленность,сущ,жен,ед,0,6
674,султановна,сущ,жен,ед,0,2
675,амазонка,сущ,жен,ед,0,5
676,диета,сущ,жен,ед,0,3
677,реализация,сущ,жен,ед,0,7
678,щёчка,сущ,жен,ед,0,2
679,пауза,сущ,жен,ед,0,2
680,ираклиевна,сущ,жен,ед,0,1
681,летучка,сущ,жен,ед,0,4
682,алиса,сущ,жен,ед,0,3
683,поломка,сущ,жен,ед,0,4
684,белоусова,сущ,жен,ед,0,2
685,устрица,сущ,жен,ед,0,1
686,прослойка,сущ,жен,ед,0,6
687,партия,сущ,жен,ед,0,2
688,депеша,сущ,жен,ед,0,4
689,леска,сущ,жен,ед,0,2
690,неестественность,сущ,жен,ед,0,6
691,репка,сущ,жен,ед,0,2
692,кардиология,сущ,жен,ед,0,8
693,лопата,сущ,жен,ед,0,4
694,одухотворённость,сущ,жен,ед,0,10
695,эфиопия,сущ,жен,ед,0,4
696,брик,сущ,жен,ед,0,3
697,лермонтова,сущ,жен,ед,0,2
698,глушь,сущ,жен,ед,0,3
699,морось,сущ,жен,ед,0,2
700,муза,сущ,жен,ед,0,2
701,сидорова,сущ,жен,ед,0,2
702,алебарда,сущ,жен,ед,0,5
703,ностальгия,сущ,жен,ед,0,9
704,экосистема,сущ,жен,ед,0,8
705,покойница,сущ,жен,ед,0,4
706,опала,сущ,жен,ед,0,3
707,лямка,сущ,жен,ед,0,2
708,библия,сущ,жен,ед,0,2
709,перестраховка,сущ,жен,ед,0,10
710,спортивность,сущ,жен,ед,0,3
711,тягость,сущ,жен,ед,0,2
712,коляска,сущ,жен,ед,0,4
713,конфетка,сущ,жен,ед,0,5
714,антипатия,сущ,жен,ед,0,6
715,графомания,сущ,жен,ед,0,7
716,приманка,сущ,жен,ед,0,5
717,плоть,сущ,жен,ед,0,3
718,певичка,сущ,жен,ед,0,2
719,корнеева,сущ,жен,ед,0,2
720,анаграмма,сущ,жен,ед,0,6
721,инфляция,сущ,жен,ед,0,5
722,дряхлость,сущ,жен,ед,0,3
723,варна,сущ,жен,ед,0,2
724,оргтехника,сущ,жен,ед,0,5
725,нефтедобыча,сущ,жен,ед,0,9
726,курилка,сущ,жен,ед,0,4
727,опалубка,сущ,жен,ед,0,3
728,скупка,сущ,жен,ед,0,3
729,карета,сущ,жен,ед,0,4
730,грибница,сущ,жен,ед,0,6
731,галактика,сущ,жен,ед,0,4
732,кубанка,сущ,жен,ед,0,4
733,спецслужба,сущ,жен,ед,0,3
734,однодневка,сущ,жен,ед,0,7
735,перуанка,сущ,жен,ед,0,5
736,хосевна,сущ,жен,ед,0,2
737,башка,сущ,жен,ед,0,5
738,штора,сущ,жен,ед,0,3
739,инициация,сущ,жен,ед,0,6
740,радиорубка,сущ,жен,ед,0,7
741,санитарка,сущ,жен,ед,0,6
742,мордашка,сущ,жен,ед,0,5
743,литвинова,сущ,жен,ед,0,2
744,домна,сущ,жен,ед,0,2
745,заморочка,сущ,жен,ед,0,6
746,трусца,сущ,жен,ед,0,3
747,стагнация,сущ,жен,ед,0,6
748,родионова,сущ,жен,ед,0,2
749,житница,сущ,жен,ед,0,2
750,матица,сущ,жен,ед,0,2
751,женщина,сущ,жен,ед,0,2
752,алексьевна,сущ,жен,ед,0,1
753,шаль,сущ,жен,ед,0,2
754,непосредственность,сущ,жен,ед,0,7
755,бетховен,сущ,жен,ед,0,5
756,лавчонка,сущ,жен,ед,0,5
757,драхма,сущ,жен,ед,0,3
758,задушевность,сущ,жен,ед,0,6
759,коала,сущ,жен,ед,0,3
760,гомология,сущ,жен,ед,0,6
761,штиблета,сущ,жен,ед,0,6
762,шушера,сущ,жен,ед,0,2
763,овуляция,сущ,жен,ед,0,5
764,довлатова,сущ,жен,ед,0,2
765,алма-ата,сущ,жен,ед,0,
766,изнанка,сущ,жен,ед,0,4
767,церемония,сущ,жен,ед,0,6
768,ассистентка,сущ,жен,ед,0,7
769,проплешина,сущ,жен,ед,0,3
770,косметика,сущ,жен,ед,0,5
771,весёлость,сущ,жен,ед,0,4
772,клавиатура,сущ,жен,ед,0,8
773,растопка,сущ,жен,ед,0,5
774,жирафа,сущ,жен,ед,0,4
775,культура,сущ,жен,ед,0,6
776,давка,сущ,жен,ед,0,2
777,мясорубка,сущ,жен,ед,0,6
778,гнусность,сущ,жен,ед,0,3
779,кладовка,сущ,жен,ед,0,5
780,гимнастёрка,сущ,жен,ед,0,8
781,гипербола,сущ,жен,ед,0,4
782,серёжка,сущ,жен,ед,0,4
783,инфильтрация,сущ,жен,ед,0,1
784,ниловна,сущ,жен,ед,0,2
785,опасность,сущ,жен,ед,0,3
786,северянина,сущ,жен,ед,0,2
787,отверженность,сущ,жен,ед,0,4
788,волконская,сущ,жен,ед,0,5
789,завалинка,сущ,жен,ед,0,4
790,ротация,сущ,жен,ед,0,4
791,отрешённость,сущ,жен,ед,0,6
792,электрокардиограмма,сущ,жен,ед,0,16
793,рекогносцировка,сущ,жен,ед,0,2
794,куртина,сущ,жен,ед,0,2
795,дрозофила,сущ,жен,ед,0,3
796,вафля,сущ,жен,ед,0,2
797,аритмия,сущ,жен,ед,0,6
798,медсанчасть,сущ,жен,ед,0,8
799,овация,сущ,жен,ед,0,3
800,захаровна,сущ,жен,ед,0,2
801,концентрация,сущ,жен,ед,0,9
802,аравия,сущ,жен,ед,0,3
803,жидовка,сущ,жен,ед,0,4
804,пластина,сущ,жен,ед,0,6
805,целостность,сущ,жен,ед,0,2
806,стачка,сущ,жен,ед,0,3
807,деморализация,сущ,жен,ед,0,10
808,кубинка,сущ,жен,ед,0,4
809,ранимость,сущ,жен,ед,0,4
810,обширность,сущ,жен,ед,0,1
811,ролановна,сущ,жен,ед,0,2
812,шапка,сущ,жен,ед,0,2
813,амбиция,сущ,жен,ед,0,4
814,карловна,сущ,жен,ед,0,2
815,глубина,сущ,жен,ед,0,7
816,интервенция,сущ,жен,ед,0,7
817,милость,сущ,жен,ед,0,2
818,святоша,сущ,жен,ед,0,5
819,фотка,сущ,жен,ед,0,2
820,изменчивость,сущ,жен,ед,0,4
821,зоя,сущ,жен,ед,0,2
822,обитательница,сущ,жен,ед,0,5
823,предоплата,сущ,жен,ед,0,8
824,убеждённость,сущ,жен,ед,0,6
825,дроздова,сущ,жен,ед,0,6
826,палка,сущ,жен,ед,0,2
827,гончар,сущ,жен,ед,0,5
828,тёрка,сущ,жен,ед,0,2
829,ветрянка,сущ,жен,ед,0,5
830,сингулярность,сущ,жен,ед,0,7
831,камфара,сущ,жен,ед,0,2
832,деликатность,сущ,жен,ед,0,6
833,двуколка,сущ,жен,ед,0,5
834,постановка,сущ,жен,ед,0,7
835,условность,сущ,жен,ед,0,4
836,лихорадка,сущ,жен,ед,0,6
837,жалость,сущ,жен,ед,0,2
838,рожица,сущ,жен,ед,0,2
839,кипа,сущ,жен,ед,0,2
840,периодика,сущ,жен,ед,0,5
841,песнь,сущ,жен,ед,0,2
842,картечь,сущ,жен,ед,0,5
843,снежинка,сущ,жен,ед,0,5
844,пуговичка,сущ,жен,ед,0,2
845,диаспора,сущ,жен,ед,0,3
846,нога,сущ,жен,ед,0,4
847,звонница,сущ,жен,ед,0,3
848,карамзина,сущ,жен,ед,0,9
849,мотя,сущ,жен,ед,0,2
850,контра,сущ,жен,ед,0,2
851,брошюра,сущ,жен,ед,0,5
852,зональность,сущ,жен,ед,0,4
853,философия,сущ,жен,ед,0,6
854,чеченка,сущ,жен,ед,0,2
855,планёрка,сущ,жен,ед,0,5
856,иконография,сущ,жен,ед,0,1
857,электросварка,сущ,жен,ед,0,10
858,подвеска,сущ,жен,ед,0,5
859,тигрица,сущ,жен,ед,0,5
860,сирота,сущ,жен,ед,0,6
861,девятая,сущ,жен,ед,0,4
862,сентиментальность,сущ,жен,ед,0,10
863,гроссман,сущ,жен,ед,0,3
864,сестра,сущ,жен,ед,0,6
865,боярыня,сущ,жен,ед,0,3
866,мразь,сущ,жен,ед,0,3
867,алхимия,сущ,жен,ед,0,4
868,разводка,сущ,жен,ед,0,5
869,уценка,сущ,жен,ед,0,3
870,сестрёнка,сущ,жен,ед,0,6
871,скумбрия,сущ,жен,ед,0,3
872,брюква,сущ,жен,ед,0,3
873,кукла,сущ,жен,ед,0,2
874,вспышка,сущ,жен,ед,0,4
875,гнида,сущ,жен,ед,0,3
876,громоздкость,сущ,жен,ед,0,3
877,стерва,сущ,жен,ед,0,3
878,шиллер,сущ,жен,ед,0,2
879,парапсихология,сущ,жен,ед,0,11
880,возвышенность,сущ,жен,ед,0,5
881,проказа,сущ,жен,ед,0,5
882,переносимость,сущ,жен,ед,0,2
883,детонация,сущ,жен,ед,0,6
884,прима,сущ,жен,ед,0,3
885,рерих,сущ,жен,ед,0,2
886,корзиночка,сущ,жен,ед,0,5
887,желтуха,сущ,жен,ед,0,5
888,урология,сущ,жен,ед,0,5
889,желтизна,сущ,жен,ед,0,8
890,подводка,сущ,жен,ед,0,5
891,парча,сущ,жен,ед,0,5
892,демьяновна,сущ,жен,ед,0,2
893,неразрывность,сущ,жен,ед,0,7
894,резня,сущ,жен,ед,0,5
895,эвакуация,сущ,жен,ед,0,6
896,рахманинова,сущ,жен,ед,0,2
897,джозефовна,сущ,жен,ед,0,3
898,подпрограмма,сущ,жен,ед,0,2
899,аудитория,сущ,жен,ед,0,6
900,ляля,сущ,жен,ед,0,2
901,модель,сущ,жен,ед,0,4
902,баклуша,сущ,жен,ед,0,5
903,поскотина,сущ,жен,ед,0,5
904,идеологема,сущ,жен,ед,0,8
905,духовка,сущ,жен,ед,0,4
906,карьера,сущ,жен,ед,0,5
907,семёрка,сущ,жен,ед,0,2
908,кирка,сущ,жен,ед,0,2
909,агентура,сущ,жен,ед,0,6
910,былина,сущ,жен,ед,0,4
911,эстонка,сущ,жен,ед,0,4
912,подчинённость,сущ,жен,ед,0,7
913,школа,сущ,жен,ед,0,3
914,сера,сущ,жен,ед,0,2
915,кларковна,сущ,жен,ед,0,3
916,рема,сущ,жен,ед,0,2
917,сегрегация,сущ,жен,ед,0,2
918,родственность,сущ,жен,ед,0,2
919,усталость,сущ,жен,ед,0,4
920,простокваша,сущ,жен,ед,0,9
921,древесина,сущ,жен,ед,0,7
922,автоинспекция,сущ,жен,ед,0,9
923,пятая,сущ,жен,ед,0,2
924,смоковница,сущ,жен,ед,0,5
925,музыкальность,сущ,жен,ед,0,6
926,хвала,сущ,жен,ед,0,5
927,генерализация,сущ,жен,ед,0,10
928,занавесь,сущ,жен,ед,0,2
929,незадача,сущ,жен,ед,0,6
930,конфессия,сущ,жен,ед,0,5
931,люба,сущ,жен,ед,0,2
932,описка,сущ,жен,ед,0,3
933,порнуха,сущ,жен,ед,0,5
934,дрога,сущ,жен,ед,0,5
935,хищница,сущ,жен,ед,0,2
936,лысина,сущ,жен,ед,0,2
937,каталажка,сущ,жен,ед,0,6
938,калинка,сущ,жен,ед,0,4
939,индейка,сущ,жен,ед,0,4
940,гэс,сущ,жен,ед,0,
941,тактичность,сущ,жен,ед,0,5
942,арфа,сущ,жен,ед,0,1
943,водокачка,сущ,жен,ед,0,6
944,леночка,сущ,жен,ед,0,4
945,неумелость,сущ,жен,ед,0,5
946,дива,сущ,жен,ед,0,2
947,маркс,сущ,жен,ед,0,2
948,диагональ,сущ,жен,ед,0,7
949,неверность,сущ,жен,ед,0,4
950,суперпозиция,сущ,жен,ед,0,9
951,параллель,сущ,жен,ед,0,7
952,сальвадоровна,сущ,жен,ед,0,2
953,компонента,сущ,жен,ед,0,7
954,элитарность,сущ,жен,ед,0,5
955,телекамера,сущ,жен,ед,0,6
956,лодка,сущ,жен,ед,0,2
957,эмаль,сущ,жен,ед,0,3
958,байрон,сущ,жен,ед,0,2
959,консультация,сущ,жен,ед,0,9
960,дурёха,сущ,жен,ед,0,4
961,трапеция,сущ,жен,ед,0,5
962,видеозапись,сущ,жен,ед,0,7
963,хмарь,сущ,жен,ед,0,3
964,бортпроводница,сущ,жен,ед,0,12
965,звёздочка,сущ,жен,ед,0,3
966,трещина,сущ,жен,ед,0,3
967,психиатрия,сущ,жен,ед,0,9
968,живность,сущ,жен,ед,0,2
969,утопия,сущ,жен,ед,0,3
970,фиеста,сущ,жен,ед,0,3
971,кочегарка,сущ,жен,ед,0,2
972,нинка,сущ,жен,ед,0,2
973,шизофрения,сущ,жен,ед,0,9
974,готика,сущ,жен,ед,0,2
975,грубость,сущ,жен,ед,0,3
976,поэтичность,сущ,жен,ед,0,5
977,цессия,сущ,жен,ед,0,2
978,дека,сущ,жен,ед,0,2
979,рубинштейн,сущ,жен,ед,0,2
980,демагогия,сущ,жен,ед,0,6
981,ругань,сущ,жен,ед,0,2
982,танцплощадка,сущ,жен,ед,0,2
983,сартр,сущ,жен,ед,0,2
984,платформа,сущ,жен,ед,0,6
985,терминология,сущ,жен,ед,0,9
986,тамга,сущ,жен,ед,0,5
987,шварц,сущ,жен,ед,0,3
988,наволочка,сущ,жен,ед,0,2
989,набойка,сущ,жен,ед,0,2
990,четвертушка,сущ,жен,ед,0,8
991,наташа,сущ,жен,ед,0,4
992,иммунизация,сущ,жен,ед,0,8
993,семейственность,сущ,жен,ед,0,2
994,теплота,сущ,жен,ед,0,7
995,лавка,сущ,жен,ед,0,2
996,стерлядь,сущ,жен,ед,0,3
997,цигарка,сущ,жен,ед,0,4
998,власова,сущ,жен,ед,0,3
999,назойливость,сущ,жен,ед,0,4
1000,резиденция,сущ,жен,ед,0,6
1001,раздражительность,сущ,жен,ед,0,8
